product_handle,state,rating,title,author,email,location,body,imageUrl,reply,created_at,replied_at
bracelet-diamante-cross,published,5,,,,,,,,1/20/26,
bracelet-diamante-cross,published,5,,,,,,,,1/19/26,
bracelet-diamante-cross,published,5,,,,,,,,1/18/26,
bracelet-diamante-cross,published,5,,,,,,,,1/17/26,
bracelet-diamante-cross,published,5,,,,,,,,1/16/26,
bracelet-diamante-cross,published,5,,,,,,,,1/17/26,
bracelet-diamante-cross,published,5,,,,,,,,1/18/26,
bracelet-diamante-cross,published,5,,,,,,,,1/19/26,
bracelet-diamante-cross,published,5,,,,,,,,1/20/26,
bracelet-diamante-cross,published,5,,,,,,,,1/21/26,
bracelet-diamante-cross,published,5,,,,,,,,1/22/26,
bracelet-diamante-cross,published,5,,,,,,,,1/23/26,
bracelet-diamante-cross,published,5,,,,,,,,1/24/26,
bracelet-diamante-cross,published,5,,,,,,,,1/25/26,
bracelet-diamante-cross,published,5,,,,,,,,1/26/26,
bracelet-diamante-cross,published,5,,,,,,,,1/27/26,
bracelet-diamante-cross,published,5,,,,,,,,1/28/26,
bracelet-diamante-cross,published,5,,,,,,,,1/29/26,
bracelet-diamante-cross,published,5,,,,,,,,1/30/26,
bracelet-diamante-cross,published,5,,,,,,,,1/31/26,
bracelet-diamante-cross,published,5,,,,,,,,2/1/26,
bracelet-diamante-cross,published,5,,,,,,,,2/2/26,
bracelet-diamante-cross,published,5,,,,,,,,2/3/26,
bracelet-diamante-cross,published,5,,,,,,,,2/4/26,
bracelet-diamante-cross,published,5,,,,,,,,2/5/26,
bracelet-diamante-cross,published,4,,,,,,,,2/6/26,
bracelet-diamante-cross,published,5,,,,,,,,2/7/26,
bracelet-diamante-cross,published,5,,,,,,,,2/8/26,
bracelet-diamante-cross,published,5,,,,,,,,2/9/26,
bracelet-diamante-cross,published,5,,,,,,,,2/10/26,
bracelet-diamante-cross,published,5,,,,,,,,2/11/26,
bracelet-diamante-cross,published,5,,,,,,,,2/12/26,
bracelet-diamante-cross,published,5,,,,,,,,2/13/26,
bracelet-diamante-cross,published,5,,,,,,,,2/14/26,
bracelet-diamante-cross,published,5,,,,,,,,2/15/26,
bracelet-diamante-cross,published,5,,,,,,,,2/16/26,
bracelet-milano-forte,published,5,,Иван М.,,,Масивна гривна с хубава плетка. Точно такъв тип търсех. Надявам се да не си промени цвета,https://cdn.shopify.com/s/files/1/0735/5462/4778/files/1_333da8ad-72b0-49f3-8d8d-690b1d0e3b62.jpg?v=1773650772,,3/15/26,
bracelet-milano-forte,published,5,,Георги К.,,,"На живо изглежда по-плътна отколкото на снимките и това ме изненада приятно. Масивна позлата, има и тежест.",https://cdn.shopify.com/s/files/1/0735/5462/4778/files/hf_20260222_042312_e0aeec01-544e-49db-b864-30a886ac1709.jpg?v=1773650773,,3/14/26,
bracelet-milano-forte,published,5,,Димитър П.,,,Комбинирам я с часовник и визията се получава много добре. ,,,3/13/26,
bracelet-milano-forte,published,5,,Николай В.,,,"Хареса ми, че има тежест и е на достъпна цена",,,3/12/26,
bracelet-milano-forte,published,5,,Петър С.,,,Златният цвят е равномерен и приятен.,,,3/11/26,
bracelet-milano-forte,published,5,,Александър Д.,,,УНИКАЛНА! Не я свалям,https://cdn.shopify.com/s/files/1/0735/5462/4778/files/3_f68acd7f-bea4-498a-ae8f-2164bc42bac5.jpg?v=1773650772,,3/10/26,
bracelet-milano-forte,published,5,,Виктор Т.,,,Звената са гладки и не дразнят кожата.,,,3/9/26,
bracelet-milano-forte,published,5,,Мартин Г.,,,Снимката сама говори за себе си. Думите са излишни,https://cdn.shopify.com/s/files/1/0735/5462/4778/files/2_dfb9d213-d8e0-4fcb-b318-1ee73a6d8bfb.jpg?v=1773650772,,3/8/26,
bracelet-milano-forte,published,3,,Борис Н.,,,Беше ми голяма и трябваше да я скъся при бижутер. Иначе като качество е ок,,,3/7/26,
bracelet-milano-forte,published,5,,Стефан Л.,,,,,,3/6/26,
bracelet-milano-forte,published,5,,Радослав И.,,,Дизайнът е изчистен и лесно се комбинира с часовник,,,3/1/26,
bracelet-milano-forte,published,5,,Теодор Б.,,,,,,3/1/26,
bracelet-milano-forte,published,3,,Калоян М.,,,Качествена е и масивна. Има тежест,,,3/1/26,
bracelet-milano-forte,published,5,,Стоян К.,,,Много добро попадение.,https://cdn.shopify.com/s/files/1/0735/5462/4778/files/5_ae116b0b-3608-4ac3-82cf-db8d4545874d.jpg?v=1773650772,,2/28/26,
bracelet-milano-forte,published,5,,Кристиан П.,,,Бих я взел пак.,,,2/28/26,
bracelet-milano-forte,published,5,,Васил Р.,,,Стои еднакво добре на по-широка и на по-тънка китка. Универсален модел.,,,2/27/26,
bracelet-milano-forte,published,5,,Емил Д.,,,Определено привлича вниманието,https://cdn.shopify.com/s/files/1/0735/5462/4778/files/4_939c4e44-ad23-45e0-b836-43851c07518a.jpg?v=1773650773,,2/27/26,
bracelet-milano-forte,published,5,,Даниел С.,,,Качеството се усеща веднага щом я сложиш. Няма усещане за евтин продукт.,,,2/27/26,
bracelet-milano-forte,published,5,,Илия Т.,,,"Звената са добре сглобени и не скърцат. Личи си, че е направена внимателно.",,,2/26/26,
bracelet-milano-forte,published,5,,Камен В.,,,,,,2/26/26,
bracelet-milano-forte,published,5,,Пламен Г.,,,,,,2/25/26,
bracelet-milano-forte,published,5,,Мирослав Н.,,,,,,2/25/26,
bracelet-milano-forte,published,5,,Тодор И.,,,,,,2/25/26,
bracelet-milano-forte,published,5,,Христо К.,,,,,,2/24/26,
bracelet-milano-forte,published,5,,Йордан П.,,,,,,2/24/26,
bracelet-milano-forte,published,5,,Атанас В.,,,,,,2/23/26,
bracelet-milano-forte,published,5,,Любомир Д.,,,,,,2/23/26,
bracelet-milano-forte,published,5,,Симеон С.,,,,,,2/23/26,
bracelet-milano-forte,published,4,,Румен Т.,,,,,,2/22/26,
bracelet-milano-forte,published,5,,,,,,,,2/22/26,
bracelet-milano-forte,published,4,,,,,,,,2/23/26,
bracelet-milano-forte,published,5,,,,,,,,2/24/26,
bracelet-milano-forte,published,5,,,,,,,,2/25/26,
bracelet-milano-forte,published,5,,,,,,,,2/26/26,
bracelet-milano-forte,published,4,,,,,,,,2/27/26,
bracelet-milano-forte,published,5,,,,,,,,2/28/26,
bracelet-milano-forte,published,4,,,,,,,,3/1/26,
bracelet-milano-forte,published,5,,,,,,,,3/2/26,
bracelet-milano-forte,published,4,,,,,,,,3/3/26,
bracelet-milano-forte,published,5,,,,,,,,3/4/26,
bracelet-milano-forte,published,4,,,,,,,,3/5/26,
bracelet-milano-forte,published,5,,,,,,,,3/6/26,
bracelet-milano-forte,published,4,,,,,,,,3/7/26,
bracelet-milano-forte,published,5,,,,,,,,3/8/26,
bracelet-milano-forte,published,4,,,,,,,,3/9/26,
bracelet-milano-forte,published,5,,,,,,,,3/10/26,
bracelet-milano-forte,published,4,,,,,,,,3/11/26,
bracelet-milano-forte,published,5,,,,,,,,3/12/26,
bracelet-milano-forte,published,4,,,,,,,,3/13/26,
bracelet-signature,published,5,,Момчил В.,,,Закопчалката тип кръг и пръчка ми беше интересна и реших да пробвам. Оказа се доста практична.,https://cdn.shopify.com/s/files/1/0735/5462/4778/files/2_81882b42-d2e5-408c-8066-e438695c8d7c.jpg?v=1773650811,,3/1/26,
bracelet-signature,published,5,,Антон П.,,,"На снимките изглежда по-лека, но на живо си е плътна и солидна",,,3/1/26,
bracelet-signature,published,5,,Красимир Н.,,,"Хареса ми, че дизайнът е малко по-различен от стандартните верижки. Има собствен стил.",,,3/1/26,
bracelet-signature,published,5,,Боян Д.,,,Носих я няколко дни подред и не ми е създала дискомфорт. Не драска и не закача дрехите.,,,3/1/26,
bracelet-signature,published,4,,Искрен К.,,,"Гривната е хубава, но кофти че не се скъсява сама. Бижутерът ми взе 5 евро да я скъси",https://cdn.shopify.com/s/files/1/0735/5462/4778/files/5_d2d4ab2f-16ac-4b81-9183-a352ab18aeef.jpg?v=1773650812,,3/1/26,
bracelet-signature,published,5,,Росен М.,,,"Стои добре както самостоятелно, така и с други бижута. Не изглежда прекалена.",,,3/1/26,
bracelet-signature,published,5,,Габриел Т.,,,"Честно казано очаквах да е по-малка, но размерът е точен. На китката стои балансирано.",,,3/1/26,
bracelet-signature,published,5,,Дарин С.,,,Малкият кръст е дискретен и не натрапва. Това ми допадна.,,,3/1/26,
bracelet-signature,published,5,,Самуил К.,,,Нося я вечерта. За пез деня имам от мозаит. Но за парите си става,,,2/28/26,
bracelet-signature,published,5,,Владислав П.,,,Доволен съм от покритието. До момента няма промяна в цвета.,,,2/28/26,
bracelet-signature,published,5,,Павлин М.,,,"Чичо ми е златар и не можа да разбере, че е позлата защото видя печата 750 и каза че е 18 карата хаха изглежда като истинска",https://cdn.shopify.com/s/files/1/0735/5462/4778/files/4_98af18c3-75d6-47a1-8cb9-4b23c4de26c5.jpg?v=1773650812,,2/28/26,
bracelet-signature,published,5,,Добромир Т.,,,"Звената са гладки и не скубят косъмчета, което за мен е важно.",,,2/28/26,
bracelet-signature,published,5,,Алберт К.,,,Малко ми е голяма,,,2/28/26,
bracelet-signature,published,5,,Златомир П.,,,"Дизайнът е изчистен, но детайлът с висулката я прави по-интересна.",,,2/28/26,
bracelet-signature,published,5,,Орлин Д.,,,За цената си качеството е напълно оправдано. Бих поръчал отново.,,,2/28/26,
bracelet-signature,published,5,,Благовест С.,,,,,,2/28/26,
bracelet-signature,published,5,,Арсен М.,,,Закопчалката се усеща стабилна и качествена. Няма разхлабване.,,,2/27/26,
bracelet-signature,published,5,,Леонид К.,,,"Взех я без много очаквания, но реално ми стана една от любимите.",,,2/27/26,
bracelet-signature,published,5,,Спас П.,,,Стои естествено на китката и не изглежда претрупана.,,,2/27/26,
bracelet-signature,published,5,,Дамян Н.,,,,,,2/27/26,
bracelet-signature,published,5,,Венцислав Г.,,,Трети продукт поръчвам от Lorenzo Ricci и съм доволен. ,https://cdn.shopify.com/s/files/1/0735/5462/4778/files/1_22c5679f-a6b1-482b-af3a-2659b9d63ff8.jpg?v=1773650812,,2/27/26,
bracelet-signature,published,5,,Найден С.,,,Кръстчето и кръгчето правят дизайна по-специален.,,,2/27/26,
bracelet-signature,published,5,,Викентий К.,,,По-лека е и затова се носи удобно през деня.,,,2/27/26,
bracelet-signature,published,5,,Евтим М.,,,Изглежда модерно и доста стилно.,,,2/27/26,
bracelet-signature,published,5,,Бранимир П.,,,Комбинирам я със спортни дрехи и стои добре.,,,2/27/26,
bracelet-signature,published,5,,Велин Д.,,,На живо изглежда по-интересно отколкото на снимките.,https://cdn.shopify.com/s/files/1/0735/5462/4778/files/3_21eebc42-60eb-4092-8e60-e7f6637b7a8d.jpg?v=1773650812,,2/22/26,
bracelet-signature,published,5,,Драгомир С.,,,,,,2/22/26,
bracelet-signature,published,5,,Костадин М.,,,"Дизайнът е дискретен, но прави впечатление.",,,2/22/26,
bracelet-signature,published,5,,Георгиан П.,,,Покритието изглежда качествено.,,,2/21/26,
bracelet-signature,published,5,,Ясен Н.,,,Звената са гладки.,,,2/21/26,
bracelet-signature,published,4,,Ясен Н.,,,,,,2/22/26,
bracelet-signature,published,4,,Ясен Н.,,,,,,2/23/26,
bracelet-signature,published,4,,Ясен Н.,,,,,,2/24/26,
bracelet-signature,published,5,,Ясен Н.,,,,,,2/25/26,
bracelet-signature,published,4,,Ясен Н.,,,,,,2/26/26,
bracelet-signature,published,4,,Ясен Н.,,,,,,2/27/26,
bracelet-signature,published,3,,Ясен Н.,,,,,,2/28/26,
bracelet-milano-twist,published,5,,Мартин К.,,,Много съм доволен от гривната. Стои стабилно и изглежда качествено.,https://cdn.shopify.com/s/files/1/0735/5462/4778/files/2_c434d5cc-c1b0-4866-8b1f-e890b440cf06.jpg?v=1773650800,,3/13/26,
bracelet-milano-twist,published,5,,Иван П.,,,"Честно казано не очаквах да ми хареса толкова, но на живо е супер.",,,3/13/26,
bracelet-milano-twist,published,5,,Николай С.,,,Стои добре на китката и не се мести постоянно.,,,3/12/26,
bracelet-milano-twist,published,5,,Георги В.,,,баш като злато. Има печат 750 за 18к. Уникалну бижу!!,https://cdn.shopify.com/s/files/1/0735/5462/4778/files/4_0dcbc059-88e8-4a1a-8795-a2e2884912a2.jpg?v=1773650800,,3/12/26,
bracelet-milano-twist,published,5,,Даниел Т.,,,,,,3/11/26,
bracelet-milano-twist,published,5,,Петър М.,,,"Изглежда изчистено, но все пак прави впечатление.",,,3/11/26,
bracelet-milano-twist,published,5,,Стефан К.,,,"Носих я цял ден и дори забравих, че е на ръката ми, но има тежест",,,3/10/26,
bracelet-milano-twist,published,5,,Виктор П.,,,Комбинирах я с гердана и постоянно получавам комплименти. Очаквам да заредите нови модели,https://cdn.shopify.com/s/files/1/0735/5462/4778/files/1_11e47f08-670f-4b37-8215-594144725981.jpg?v=1773650801,,3/10/26,
bracelet-milano-twist,published,5,,Кристиан Д.,,,"Харесва ми, че не е прекалено лъскава.",,,3/9/26,
bracelet-milano-twist,published,5,,Радослав М.,,,Закопчалката е здрава и се затваря сигурно.,,,3/9/26,
bracelet-milano-twist,published,5,,Теодор К.,,,"Стои по-добре отколкото очаквах от снимките. Ако имате нужда от подобрения на уебсайта, моля отговорете на имейла ми",,,3/8/26,
bracelet-milano-twist,published,4,,Борис С.,,,"Не изглежда евтина, има си тежест.",,,3/8/26,
bracelet-milano-twist,published,5,,Атанас П.,,,Подходяща е и за ежедневие.,,,3/7/26,
bracelet-milano-twist,published,5,,Димитър В.,,,"Не знам каква плетка се води кубинска ли, италианска ли но е седи добре",https://cdn.shopify.com/s/files/1/0735/5462/4778/files/3_39813ea1-8efe-42b9-9ab3-c5f59b3e94aa.jpg?v=1773650801,,3/7/26,
bracelet-milano-twist,published,4,,Стоян К.,,,"Получих я бързо, но кутията беше смачкана",,,3/6/26,
bracelet-milano-twist,published,5,,Алекс П.,,,Цветът е приятен и не изглежда изкуствен.,,,3/6/26,
bracelet-milano-twist,published,4,,Йордан М.,,,,,,3/5/26,
bracelet-milano-twist,published,5,,Васил К.,,,,,,3/5/26,
bracelet-milano-twist,published,5,,Емил П.,,,За цената си си заслужава.,,,3/4/26,
bracelet-milano-twist,published,5,,Калоян М.,,,Бих поръчал отново.,,,3/4/26,
bracelet-milano-twist,published,5,,,,,Плетката е много красива и изглежда по-елегантно.,,,3/3/26,
bracelet-milano-twist,published,5,,,,,Усуканият дизайн прави гривната различна от стандартните.,,,3/3/26,
bracelet-milano-twist,published,5,,,,,"По-фина е, но се усеща стабилна.",,,3/2/26,
bracelet-milano-twist,published,5,,,,,Светлината пада много хубаво върху плетката.,,,3/2/26,
bracelet-milano-twist,published,5,,,,,Добър избор за всекидневно носене.,,,3/1/26,
bracelet-milano-twist,published,5,,,,,Закопчалката е здрава.,,,3/1/26,
bracelet-milano-twist,published,5,,,,,Много приятен модел.,,,2/28/26,
bracelet-milano-twist,published,5,,,,,На живо изглежда още по-добре.,,,2/28/26,
bracelet-milano-twist,published,5,,,,,Цветът на златото е много приятен.,,,2/27/26,
bracelet-milano-twist,published,4,,,,,Комбинира се лесно с други бижута.,,,2/27/26,
necklace-aurelius,published,5,,Радомир К.,,,"Почти никога не пиша ревюта, но това колие е уникално!! Изглежда златно, покритието е добро и даже е с печат 750 за 18к. Нося го всеки ден и не променя цвета си. Спести ми над хиляда евро от масивно злато.",https://cdn.shopify.com/s/files/1/0735/5462/4778/files/3_db3b35a0-db89-42d8-b64d-8286346af2c6.jpg?v=1773665247,,2/26/26,
necklace-aurelius,published,5,,Денис П.,,,Харесва ми колко изчистено изглежда.,,,2/26/26,
necklace-aurelius,published,5,,Валери С.,,,Кръстът е фин и детайлен. Качествена изработка,,,2/25/26,
necklace-aurelius,published,5,,Божидар М.,,,"Още като го сложих ми направи впечатление, че стои много добре и не изглежда евтино. Кръстът е изчистен, но си личи по детайлите, че е направен както трябва.",,,2/25/26,
necklace-aurelius,published,5,,Слави Д.,,,"Честно казано на живо ми хареса повече, отколкото на снимките. ",,,2/24/26,
necklace-aurelius,published,5,,Митко Т.,,,Кръстът бате е един път. Не го свалям,https://cdn.shopify.com/s/files/1/0735/5462/4778/files/5_6b7a4102-6241-4b36-a36d-69829a806635.jpg?v=1773665248,,2/24/26,
necklace-aurelius,published,5,,Александър Г.,,,"Взех го без да имам някакви огромни очаквания, но останах супер доволен. Стои много добре на врата.",,,2/23/26,
necklace-aurelius,published,5,,Венелин К.,,,"Хареса ми, че не е някакъв лъскав и кичозен кръст, а по-скоро класически и мъжки.",,,2/23/26,
necklace-aurelius,published,4,,Григор П.,,,"Нося го вече няколко дни и засега всичко е точно. Понякога се усуква, но само като тренирам с него",,,2/22/26,
necklace-aurelius,published,5,,Иво М.,,,Кръстът е много добре направен. ,,,2/22/26,
necklace-aurelius,published,5,,Калин Д.,,,,,,2/21/26,
necklace-aurelius,published,5,,Любен С.,,,"Стои добре и с тениска, и с риза. Това най-много ми хареса, че не е колие само за един тип дрехи.",https://cdn.shopify.com/s/files/1/0735/5462/4778/files/4_e4a8ccdd-78b7-4e12-972c-50705157ff43.jpg?v=1773665248,,2/21/26,
necklace-aurelius,published,4,,Марио К.,,,"Веригата също ми допадна, защото не изглежда тънка и евтина. Пасва си много добре с кръста.",,,2/20/26,
necklace-aurelius,published,4,,Наско П.,,,"Исках нещо семпло, но да има присъствие, и това точно такова се оказа.",,,2/20/26,
necklace-aurelius,published,5,,Пенко М.,,,"Много стилно колие. Не натоварва визията, но се забелязва достатъчно.",,,2/19/26,
necklace-aurelius,published,5,,Росен Д.,,,"Получих комплимент още първия път, когато го носих навън, така че явно прави впечатление.",,,2/19/26,
necklace-aurelius,published,5,,Сашо Т.,,,Не съм фен на прекалено големи медальони и това ми пасна идеално. Размерът е много уцелен.,https://cdn.shopify.com/s/files/1/0735/5462/4778/files/6.jpg?v=1773665248,,2/18/26,
necklace-aurelius,published,5,,Тони К.,,,"Харесва ми, че златистият цвят не бие на евтино жълто. Изглежда доста добре на живо.",,,2/18/26,
necklace-aurelius,published,5,,Цецо П.,,,"Като качество honestly доста ме изненада приятно. Очаквах да е окей, а то реално изглежда много по-добре.",,,2/17/26,
necklace-aurelius,published,4,,Яни М.,,,"За втори път поръчвам от вас. Първият път ми се забави пратката, но този път дойде бързо. Кръстът е супер",https://cdn.shopify.com/s/files/1/0735/5462/4778/files/1_0b69f8ed-572f-47e5-94b1-70ac09ee7ab9.jpg?v=1773665249,,2/17/26,
necklace-aurelius,published,5,,,,,Много изчистен и класически модел. Точно такъв тип кръст търсех.,,,2/16/26,
necklace-aurelius,published,5,,,,,"На врата стои супер. Нито е прекалено натрапчив, нито остава незабелязан.",,,2/16/26,
necklace-aurelius,published,5,,,,,"Личи си, че дизайнът е мислен. Има присъствие, но не е прекален.",,,2/15/26,
necklace-aurelius,published,5,,,,,"Взех го за ежедневно носене и засега съм много доволен. Не е от тези аксесоари, които стоят хубаво само на снимка.",,,2/15/26,
necklace-aurelius,published,5,,,,,"Хубавото е, че може да се носи и по-ежедневно, и с по-стегната визия. Не стои странно.",,,2/14/26,
necklace-aurelius,published,5,,,,,На живо кръстът изглежда доста по-релефен и интересен. Това много ми хареса.,,,2/14/26,
necklace-aurelius,published,5,,,,,"Бях леко скептичен преди да го поръчам, но като дойде, честно казано останах приятно изненадан.",,,2/13/26,
necklace-aurelius,published,5,,,,,"Стои мъжки и стилно. Не е нито прекалено модерен, нито старомоден.",,,2/13/26,
necklace-aurelius,published,5,,,,,"Кръстът е точно с правилния размер. Ако беше по-голям, щеше да е прекалено, ако беше по-малък, нямаше да изпъква така.",,,2/12/26,
necklace-aurelius,published,5,,,,,"Много добро попадение. От доста време търсех такъв модел, който да е изчистен, но да не изглежда скучно.",,,2/12/26,
necklace-aurelius,published,5,,,,,"Веригата и медальонът си пасват много добре, което не винаги е така при такива колиета.",,,2/11/26,
necklace-aurelius,published,5,,,,,"Изглежда доста по-скъпо, отколкото реално е. Това беше първото нещо, което ми направи впечатление.",,,2/11/26,
necklace-aurelius,published,5,,,,,"Като цяло съм доволен. Стои добре, изглежда добре и не съжалявам, че го поръчах.",,,2/10/26,
necklace-aurelius,published,5,,,,,Харесва ми как изглежда.,,,2/10/26,
necklace-aurelius,published,5,,,,,Бих го препоръчал.,,,2/9/26,
necklace-aurelius,published,5,,,,,,,,2/9/26,
necklace-aurelius,published,5,,,,,,,,2/8/26,
necklace-aurelius,published,5,,,,,,,,2/8/26,
necklace-aurelius,published,5,,,,,,,,2/7/26,
necklace-aurelius,published,5,,,,,,,,2/7/26,
necklace-aurelius,published,5,,,,,,,,2/6/26,
necklace-aurelius,published,5,,,,,,,,2/6/26,
necklace-aurelius,published,5,,,,,,,,2/5/26,
necklace-aurelius,published,5,,,,,,,,2/5/26,
necklace-aurelius,published,5,,,,,,,,2/4/26,
necklace-aurelius,published,5,,,,,,,,2/4/26,
necklace-aurelius,published,5,,,,,,,,2/3/26,
necklace-aurelius,published,5,,,,,,,,2/3/26,
necklace-aurelius,published,5,,,,,,,,2/2/26,
necklace-aurelius,published,5,,,,,,,,2/2/26,
necklace-aurelius,published,5,,,,,,,,2/1/26,
necklace-aurelius,published,5,,,,,,,,2/1/26,
necklace-aurelius,published,3,,,,,,,,1/31/26,
necklace-aurelius,published,5,,,,,,,,1/31/26,
necklace-aurelius,published,4,,,,,,,,1/30/26,
necklace-aurelius,published,5,,,,,,,,1/30/26,
necklace-grande-imperiale,published,5,,Мартин П.,,,Кръстът е впечатляващ на живо. Стои сериозно и има силно присъствие. Кутията също е луксозна макар и картонена,https://cdn.shopify.com/s/files/1/0735/5462/4778/files/5_abf92997-2489-41d8-9e40-9b0a180ec15e.jpg?v=1773650821,,1/29/26,
necklace-grande-imperiale,published,5,,Иван К.,,,Размерът му е по-голям и точно това ми харесва. Не остава незабелязан.,,,1/29/26,
necklace-grande-imperiale,published,5,,Георги М.,,,"Изработката е много чиста, без груби ръбове.",,,1/28/26,
necklace-grande-imperiale,published,5,,Даниел С.,,,Веригата пасва добре на самия медальон и изглежда балансирано.,https://cdn.shopify.com/s/files/1/0735/5462/4778/files/3_f11a840a-120f-4c69-b9f3-089fae312f27.jpg?v=1773650821,,1/28/26,
necklace-grande-imperiale,published,5,,Петър Д.,,,Стои стабилно и не се обръща постоянно.,,,1/27/26,
necklace-grande-imperiale,published,5,,Николай К.,,,Златният цвят е плътен и изглежда качествено.,,,1/27/26,
necklace-grande-imperiale,published,5,,Стефан П.,,,"Кръстът има тежест и това създава усещане за стойност. Относно цвета, докарва го като истинско злато. ",,,1/26/26,
necklace-grande-imperiale,published,4,,Виктор М.,,,"Подходящ е за хора, които обичат по-изразителни колиета. За мен лично е голям и го подарих на баща ми",https://cdn.shopify.com/s/files/1/0735/5462/4778/files/1_885dfdbe-071d-48b9-a92c-ecb210f8da81.jpg?v=1773650821,,1/26/26,
necklace-grande-imperiale,published,5,,Кристиан С.,,,Детайлите са гладки и добре завършени.,,,1/25/26,
necklace-grande-imperiale,published,5,,Радослав Д.,,,Носих го върху тениска и стои много силно като акцент.,,,1/25/26,
necklace-grande-imperiale,published,5,,Теодор П.,,,,,,1/24/26,
necklace-grande-imperiale,published,5,,Борис К.,,,"Мн добра изработка, висок клас е. Явно е наистина италианско производство. ",https://cdn.shopify.com/s/files/1/0735/5462/4778/files/4_89617b06-40a3-4e42-96d6-8c1e78b81539.jpg?v=1773650821,,1/24/26,
